loci	gst	Gst	GGst	D	Fis	Fst	Fit
Locus665	 0.0481	 0.0581	 0.0645	 0.0105	 0.1779	 0.0377	 0.2088
Locus666	 0.1760	 0.2446	 0.2631	 0.0833	 0.4510	 0.1865	 0.5534
Locus667	-0.0231	-0.0454	-0.0488	-0.0218	 0.1802	-0.0342	 0.1521
Locus668	 0.1030	 0.1383	 0.1508	 0.0394	 0.5708	 0.0956	 0.6118
Locus669	 0.0180	 0.0222	 0.0247	 0.0043	 1.0000	-0.0412	 1.0000
Locus670	 0.0244	 0.0274	 0.0307	 0.0030	 0.4152	 0.0034	 0.4171
Locus671	 0.0899	 0.1734	 0.1839	 0.0918	 0.2614	 0.0982	 0.3340
Locus672	-0.0128	-0.0240	-0.0259	-0.0111	-0.0377	-0.0099	-0.0480
Locus673	-0.0085	-0.0145	-0.0158	-0.0060	-0.0255	-0.0066	-0.0322
Locus674	 0.0421	 0.0512	 0.0569	 0.0095	 0.4051	 0.0281	 0.4219
Locus675	 0.0108	 0.0131	 0.0146	 0.0023	 0.6444	-0.0244	 0.6357
Locus676	 0.1167	 0.1444	 0.1585	 0.0314	 0.2723	 0.1255	 0.3637
Locus677	 0.1876	 0.2384	 0.2583	 0.0625	-0.0801	 0.2188	 0.1563
Locus678	-0.0363	-0.0707	-0.0762	-0.0332	 0.1513	-0.0485	 0.1102
Locus679	 0.0639	 0.1007	 0.1088	 0.0393	 0.0800	 0.0682	 0.1428
Locus680	-0.0001	-0.0001	-0.0001	 0.0000	 0.0622	 0.0019	 0.0640
Locus681	 0.0220	 0.0286	 0.0317	 0.0067	 0.5526	-0.0030	 0.5513
Locus682	-0.0005	-0.0006	-0.0007	-0.0001	 0.2472	-0.0104	 0.2394
Locus683	 0.1534	 0.1788	 0.1964	 0.0300	 0.4593	 0.1617	 0.5468
