Locus 95% CIs

gst = Nei & Chesser, 1983
Gst = Hedrick, 2005
GGst = Meirmans & Hedrick, (2011)
D = Jost, 2008
Fst = Weir & Cockerham, 1984
Fis = Weir & Cockerham, 1984
Fit = Weir & Cockerham, 1984


gst

locus	actual	lower	upper
Locus390	 0.0474	-0.1665	 0.2652
Locus391	 0.2244	-0.0236	 0.5495
Locus392	 0.4147	 0.2958	 0.5765
Locus393	 0.2903	 0.0564	 0.4885
Locus394	-0.1300	-0.2507	-0.0057
Locus395	 0.6575	 0.4549	 0.9645
Locus396	 0.3641	 0.1755	 0.5374
Locus397	 0.1699	 0.0220	 0.4856
Locus398	 0.2296	 0.0906	 0.3159
Locus399	 0.1551	-0.0093	 0.3103
Locus400	 0.2341	 0.0798	 0.3304
Locus401	-0.0378	-0.0875	 0.0719
Locus402	-0.0001	-0.1809	 0.1594
Locus403	 0.2167	-0.0708	 0.4459
Locus404	-0.1623	-0.3050	-0.0344
Locus405	 0.4929	 0.4116	 0.5746
Locus406	 0.2839	 0.1700	 0.4563
Locus407	 0.1666	 0.0267	 0.2926
Locus408	-0.1269	-0.2049	-0.0499
Locus409	 0.6398	 0.4853	 0.7663
Locus410	 0.5427	 0.3682	 0.7535
Locus411	 0.4315	 0.1709	 0.7462
Locus412	-0.0084	-0.1677	 0.2638
Locus413	 0.0587	-0.1047	 0.3421
Locus414	-0.2031	-0.3727	-0.0492
Locus415	 0.0937	-0.1176	 0.2783
Locus416	 0.1410	 0.0415	 0.3117
Locus417	 0.5230	 0.2520	 0.8005
Locus418	 0.1224	-0.1239	 0.3488
Locus419	 0.1407	-0.0182	 0.3851
Locus420	 0.6803	 0.5976	 0.7546
Locus421	-0.0130	-0.1691	 0.1468
Locus422	 0.1987	 0.0422	 0.3766
Locus423	 0.4757	 0.1869	 0.6337
Locus424	 0.4822	 0.3099	 0.6235
Locus425	 0.2253	 0.0985	 0.3965
Locus426	-0.0143	-0.1454	 0.0900
Locus427	 0.0846	-0.1040	 0.3529
Locus428	-0.1776	-0.3472	-0.0117
Locus429	-0.1613	-0.4019	-0.0569
Locus430	 0.1768	 0.0221	 0.3811
Locus431	-0.1448	-0.2355	 0.0025
Locus432	-0.0697	-0.1647	 0.0774
Locus433	-0.0242	-0.1812	 0.1300
Locus434	 0.0954	-0.1143	 0.2615
Locus435	 0.0614	-0.0461	 0.2466
Locus436	 0.0841	-0.0666	 0.3209
Locus437	 0.4875	 0.4306	 0.5479
Locus438	 0.3468	 0.2005	 0.4297
Locus439	 0.1283	-0.0206	 0.3504
Locus440	 0.0432	-0.2057	 0.3130
Locus441	 0.1452	-0.1376	 0.2894
Locus442	 0.3231	 0.0805	 0.5203
Locus443	 0.5405	 0.1447	 0.8718
Locus444	 0.3686	-0.0386	 0.5672
Locus445	 0.0822	-0.1938	 0.2042
Locus446	 0.1816	-0.0732	 0.3847
Locus447	 0.1368	-0.1086	 0.5883
Locus448	-0.0284	-0.1270	 0.0799
Locus449	-0.1732	-0.2618	-0.0703
Locus450	 0.1811	-0.0045	 0.4180
Locus451	 0.4231	 0.0733	 0.7979
Locus452	 0.0584	-0.0598	 0.2266
Locus453	-0.0317	-0.2123	 0.1522
Locus454	-0.0860	-0.2245	 0.0237
Locus455	 0.4161	-0.0256	 0.6781
Locus456	-0.1682	-0.3011	-0.0642
Locus457	-0.1607	-0.3565	 0.0792
Locus458	 0.3419	 0.2224	 0.4688
Locus459	 0.2700	-0.0218	 0.4292
Locus460	 0.0607	-0.0641	 0.2293
Locus461	 0.5735	 0.4773	 0.7597
Locus462	 0.5687	 0.4312	 0.7238
Locus463	 0.0137	-0.1195	 0.1641
Locus464	 0.0835	-0.0572	 0.2659
Locus465	 0.1377	 0.0378	 0.2528
Locus466	 0.0803	-0.0572	 0.2665
Locus467	 0.3650	 0.2095	 0.5317
Locus468	 0.2674	 0.1684	 0.4108
Locus469	-0.0981	-0.2532	 0.1252
Locus470	-0.1010	-0.1848	 0.0135
Locus471	 0.1493	-0.1015	 0.4983
Locus472	 0.0819	-0.0934	 0.2085
Locus473	 0.5946	 0.3893	 0.8858
Locus474	 0.3960	 0.2526	 0.5223
Locus475	 0.0401	-0.1234	 0.1859
Locus476	 0.0946	-0.0957	 0.3502
Locus477	 0.5138	 0.2587	 0.7058
Locus478	 0.1637	 0.0361	 0.2892
Locus479	-0.0101	-0.1451	 0.1253
Locus480	 0.6507	 0.4072	 0.9089
Locus481	 0.2287	 0.1178	 0.3401
Locus482	 0.6116	 0.3619	 0.9245
Locus483	 0.2634	 0.0787	 0.4238
Locus484	 0.1844	 0.0642	 0.3160
Locus485	-0.1278	-0.2389	-0.0646
Locus486	 0.2873	 0.1145	 0.4882
Locus487	 0.3913	 0.2616	 0.5178
Locus488	-0.0373	-0.1562	 0.0887
Locus489	-0.0388	-0.1811	 0.1608
Locus490	 0.2302	 0.0467	 0.3756
Locus491	 0.3457	 0.1702	 0.6308
Locus492	-0.1257	-0.2362	-0.0387
Locus493	 0.2316	-0.0115	 0.4889
Locus494	 0.3658	 0.1931	 0.4737
Locus495	 0.6151	 0.3122	 0.8874
Locus496	-0.0701	-0.2351	 0.0057
Locus497	-0.0233	-0.2353	 0.2101
Locus498	 0.2209	 0.1072	 0.4091
Locus499	 0.6514	 0.5301	 0.8766
Locus500	 0.4949	 0.3463	 0.6445
Locus501	-0.0544	-0.2314	 0.1480
Locus502	 0.2776	 0.1685	 0.4220
Locus503	 0.7217	 0.5433	 0.8344
Locus504	 0.6878	 0.3100	 0.8531
Locus505	 0.6466	 0.4532	 0.8379
Locus506	 0.2198	-0.0701	 0.5040
Locus507	 0.4469	 0.3437	 0.6317
Locus508	-0.1714	-0.2502	-0.0798
Locus509	 0.3762	 0.2621	 0.4927
Locus510	 0.3240	 0.1511	 0.5312
Locus511	 0.3820	 0.0493	 0.6390
Locus512	 0.2450	 0.0626	 0.3744
Locus513	 0.4839	 0.1444	 0.7169
Locus514	 0.3329	 0.1532	 0.4705
Locus515	 0.1074	-0.0311	 0.2487
Locus516	 0.3105	-0.1377	 0.6014
Locus517	 0.0134	-0.1153	 0.1266
Locus518	 0.4823	 0.2905	 0.6729
Locus519	 0.5217	 0.4317	 0.6397
Locus520	 0.0658	-0.0976	 0.1770
Locus521	 0.2092	 0.0697	 0.3903
Locus522	 0.2696	 0.0404	 0.3614
Locus523	 0.6577	 0.2384	 0.8642
Locus524	-0.1074	-0.2463	 0.0965
Locus525	 0.3889	 0.3055	 0.5146
Locus526	-0.0385	-0.1726	 0.1000
Locus527	 0.4319	 0.1453	 0.8490
Locus528	 0.2171	-0.0204	 0.5234
Locus529	 0.5865	 0.3378	 0.7968
Locus530	 0.1442	-0.1136	 0.3396
Locus531	 0.0565	-0.0857	 0.2095
Locus532	 0.4261	 0.1115	 0.7200
Locus533	 0.0687	-0.0820	 0.1700
Locus534	 0.3566	 0.1219	 0.6151
Locus535	 0.5651	 0.2257	 0.8647
Locus536	 0.1234	-0.0281	 0.2803
Locus537	 0.2089	 0.0345	 0.3973
Locus538	 0.5265	 0.2912	 0.7657
Locus539	 0.0664	-0.2144	 0.2731
Locus540	 0.1214	-0.1163	 0.3207
Locus541	 0.2325	 0.0257	 0.3914
Locus542	-0.2864	-0.4167	-0.1784
Locus543	 0.4294	 0.0781	 0.6726
Locus544	 0.0205	-0.1951	 0.2281
Locus545	 0.1054	-0.1215	 0.3032
Locus546	 0.3441	 0.2115	 0.5249
Locus547	 0.0740	-0.0424	 0.2048
Locus548	 0.6644	 0.3242	 0.8819
Locus549	-0.1158	-0.2169	-0.0037
Locus550	 0.1781	-0.0081	 0.3888
Locus551	 0.2394	 0.0223	 0.5310
Locus552	 0.1130	-0.0257	 0.3115
Locus553	 0.4126	 0.1778	 0.6052
Locus554	 0.2649	 0.0620	 0.4045
Locus555	 0.0646	-0.1119	 0.1546
Locus556	 0.2778	 0.0595	 0.4876
Locus557	 0.2698	 0.0660	 0.4061
Locus558	-0.1903	-0.3463	-0.0348
Locus559	 0.3284	 0.1576	 0.5206
Locus560	 0.1153	-0.0392	 0.3094
Locus561	 0.0275	-0.2031	 0.3287
Locus562	 0.3017	 0.0652	 0.4803
Locus563	 0.3632	 0.2793	 0.4437
Locus564	-0.0014	-0.1660	 0.1861
Locus565	 0.5631	 0.1384	 0.8740
Locus566	 0.1291	-0.0404	 0.3033
Locus567	 0.1777	-0.1669	 0.4691
Locus568	 0.5012	 0.2828	 0.7482
Locus569	 0.5137	 0.3179	 0.7203
Locus570	 0.2266	-0.0592	 0.4010
Locus571	 0.2846	 0.1575	 0.4746
Locus572	 0.2147	 0.0617	 0.3674
Locus573	 0.2105	-0.0514	 0.4921
Locus574	 0.7724	 0.4651	 0.9958
Locus575	 0.1665	 0.0360	 0.4474
Locus576	-0.0959	-0.2105	 0.0254
Locus577	 0.2978	 0.0233	 0.5230
Locus578	 0.2649	 0.0933	 0.4561
Locus579	 0.0708	-0.1099	 0.3612
Locus580	 0.1847	-0.0234	 0.3556
Locus581	 0.4217	 0.2212	 0.5883
Locus582	-0.0446	-0.1497	 0.0661
Locus583	 0.0925	-0.1023	 0.3405
Locus584	 0.2296	 0.0591	 0.3820
Locus585	 0.2409	 0.0058	 0.4714
Locus586	 0.3276	 0.1162	 0.4958
Locus587	 0.8041	 0.6987	 0.9853
Locus588	 0.0495	-0.0961	 0.1917
Locus589	 0.5146	 0.3170	 0.6579
Locus590	 0.2915	 0.0989	 0.4882
Locus591	 0.1522	 0.0397	 0.2711
Locus592	 0.1004	 0.0035	 0.2879
Locus593	 0.1813	 0.0503	 0.3206
Locus594	 0.4114	 0.2216	 0.5399
Locus595	 0.4667	 0.2966	 0.6166
Locus596	 0.0004	-0.2295	 0.1165
Locus597	-0.0504	-0.1413	 0.1284
Locus598	 0.2592	 0.0581	 0.4722
Locus599	 0.0706	-0.0854	 0.2235
Locus600	 0.1703	-0.0178	 0.3571
Locus601	 0.0869	-0.1343	 0.3157
Locus602	 0.7416	 0.5636	 0.9887
Locus603	 0.0078	-0.0570	 0.1066
Locus604	 0.5164	 0.0549	 0.7883
Locus605	 0.1917	 0.1005	 0.3163
Locus606	 0.5384	 0.3481	 0.7966
Locus607	-0.0649	-0.1786	 0.1077
Locus608	 0.2875	 0.1164	 0.4557
Locus609	-0.0912	-0.2306	 0.0681
Locus610	-0.0760	-0.1916	 0.0429
Locus611	 0.4668	 0.3015	 0.6184
Locus612	 0.3432	 0.1791	 0.5074
Locus613	 0.1268	-0.0124	 0.3936
Locus614	 0.2317	 0.1449	 0.3392
Locus615	 0.5224	 0.3854	 0.8027
Locus616	 0.0135	-0.0725	 0.0525
Locus617	 0.1321	-0.0522	 0.3122
Locus618	-0.1026	-0.3746	 0.1024
Locus619	 0.0914	-0.0483	 0.2253
Locus620	 0.4757	 0.2552	 0.7606
Locus621	 0.1030	-0.1407	 0.2939
Locus622	 0.4691	 0.1277	 0.6848
Locus623	 0.6512	 0.1740	 0.9803
Locus624	 0.0695	-0.0430	 0.2349
Locus625	-0.0541	-0.2641	 0.0442
Locus626	 0.2710	 0.1572	 0.4832
Locus627	 0.7042	 0.5035	 0.9359
Locus628	 0.1073	 0.0020	 0.1976
Locus629	 0.2108	-0.0101	 0.3982
Locus630	-0.0844	-0.1550	 0.0122
Locus631	 0.0520	-0.1227	 0.2652
Locus632	 0.5454	 0.0428	 0.8735
Locus633	 0.3429	 0.1652	 0.6002
Locus634	 0.4488	 0.3461	 0.6218
Locus635	 0.0831	-0.0720	 0.1966
Locus636	-0.0045	-0.1579	 0.0956
Locus637	 0.4417	 0.2028	 0.5749
Locus638	 0.0860	-0.0272	 0.1991
Locus639	 0.4877	 0.3533	 0.6136
Locus640	 0.5842	 0.3698	 0.9234
Locus641	 0.2870	 0.0732	 0.3837
Locus642	-0.0824	-0.1979	-0.0089
Locus643	 0.1555	 0.0640	 0.2780
Locus644	 0.3064	 0.1753	 0.4538
Locus645	 0.0831	-0.0359	 0.2154
Locus646	 0.2155	-0.0926	 0.5082
Locus647	 0.2025	 0.0422	 0.4267
Locus648	 0.1601	-0.0471	 0.5528
Locus649	 0.2435	 0.0799	 0.3929
Locus650	 0.3343	 0.2036	 0.5157
Locus651	 0.1917	 0.0522	 0.3085
Locus652	 0.0581	-0.2078	 0.4240
Locus653	 0.1432	-0.1151	 0.4077
Locus654	 0.3751	 0.1864	 0.5450
Locus655	-0.0696	-0.1835	 0.0753
Locus656	 0.3453	 0.1478	 0.5577
Locus657	 0.1679	 0.0228	 0.3571
Locus658	 0.0578	-0.1922	 0.2960
Locus659	 0.1433	-0.0319	 0.3506
Locus660	 0.4683	 0.1156	 0.6570
Locus661	 0.3601	 0.1851	 0.5470
Locus662	 0.2287	-0.0581	 0.4778
Locus663	 0.5894	 0.3600	 0.9054
Locus664	 0.5011	 0.1531	 0.8623
Locus665	 0.1779	-0.0482	 0.3378
Locus666	 0.4510	 0.2991	 0.5525
Locus667	 0.1802	 0.0681	 0.3498
Locus668	 0.5708	 0.3705	 0.7894
Locus669	 1.0000	 1.0000	 1.0000
Locus670	 0.4152	 0.2488	 0.5977
Locus671	 0.2614	 0.0754	 0.4448
Locus672	-0.0377	-0.1761	 0.1534
Locus673	-0.0255	-0.2020	 0.1062
Locus674	 0.4051	-0.0478	 0.6915
Locus675	 0.6444	 0.4498	 0.8249
Locus676	 0.2723	-0.0184	 0.5557
Locus677	-0.0801	-0.2012	 0.0512
Locus678	 0.1513	 0.0090	 0.3164
Locus679	 0.0800	-0.0189	 0.2198
Locus680	 0.0622	-0.0259	 0.2146
Locus681	 0.5526	 0.3841	 0.7591
Locus682	 0.2472	 0.0460	 0.3881
Locus683	 0.4593	 0.1766	 0.7643
Locus684	 0.2902	 0.2080	 0.4075
Locus685	 0.3155	-0.0023	 0.7948
Locus686	-0.0709	-0.2280	 0.0550
Locus687	-0.0724	-0.2338	 0.0107
Locus688	 0.1918	-0.0939	 0.4432
Locus689	 0.0167	-0.0705	 0.1694
Locus690	 0.3430	 0.1891	 0.5782
Locus691	 0.2601	 0.1756	 0.3779
Locus692	-0.0180	-0.1869	 0.1215
Locus693	 0.6326	 0.5359	 0.7150
Locus694	 0.4475	 0.2662	 0.5862
Locus695	 0.1346	 0.0373	 0.3572
Locus696	-0.0336	-0.1738	 0.0912
Locus697	 0.6982	 0.6048	 0.7697
Locus698	 0.3792	 0.0798	 0.7296
Locus699	-0.2127	-0.3489	-0.1226
Locus700	 0.0253	-0.1795	 0.2792
Locus701	 0.3814	 0.2800	 0.4818
Locus702	-0.0559	-0.1834	 0.0796
Locus703	-0.0793	-0.1934	 0.0161
Locus704	 0.1948	 0.0852	 0.3492
Locus705	 0.0114	-0.2737	 0.2240
Locus706	 0.3685	 0.1076	 0.5764
Locus707	 0.1872	-0.0978	 0.4568
Locus708	 0.2181	 0.0635	 0.4186
Locus709	 0.6603	 0.1606	 0.9698
Locus710	 0.6061	 0.3462	 0.9180
Locus711	 0.1179	-0.1476	 0.4325
Locus712	-0.0837	-0.1906	 0.0972
Locus713	-0.1442	-0.2664	-0.0322
Locus714	 0.5149	 0.3702	 0.6736
Locus715	 0.1264	-0.1238	 0.3305
Locus716	 0.2941	-0.0071	 0.5385
Locus717	 0.1391	-0.1800	 0.3161
Locus718	 0.0467	-0.2635	 0.3442
Locus719	 0.3086	 0.1713	 0.5422
Locus720	 0.0879	-0.1052	 0.2735
Locus721	 0.6504	 0.5402	 0.7703
Locus722	 0.0809	-0.1123	 0.3158
Locus723	 0.0725	-0.2140	 0.2147
Locus724	 0.1579	-0.0555	 0.5128
Locus725	 0.2214	-0.0652	 0.4671
Locus726	 0.0854	-0.0971	 0.2962
Locus727	 0.4966	 0.4222	 0.6270
Locus728	 0.0932	 0.0259	 0.2251
Locus729	 0.5639	 0.3298	 0.8118
Locus730	-0.1595	-0.2845	 0.0292
Locus731	 0.2581	 0.0830	 0.4411
Locus732	 0.0196	-0.0829	 0.1152
Locus733	 0.0703	-0.0500	 0.2694
Locus734	 0.0666	-0.0587	 0.2031
Locus735	 0.4267	 0.2460	 0.5383
Locus736	 0.1222	-0.1139	 0.3087
Locus737	 0.6333	 0.4502	 0.7361
Locus738	 0.2814	 0.1257	 0.4021
Locus739	 0.1933	-0.1857	 0.4041
Locus740	-0.0483	-0.1639	 0.0986
Locus741	 0.3899	 0.2374	 0.5533
Locus742	 0.5079	 0.3853	 0.6249
Locus743	-0.1208	-0.2312	 0.0425
Locus744	 0.2557	 0.0594	 0.3908
Locus745	 0.3041	 0.0664	 0.7140
Locus746	 0.2608	 0.1043	 0.3714
Locus747	-0.0662	-0.2479	 0.0979
Locus748	 0.2936	 0.1588	 0.4362
Locus749	 0.2842	 0.1018	 0.4310
Locus750	 0.0642	-0.0512	 0.2429
Locus751	 0.5834	 0.1822	 0.9311
Locus752	 0.1812	 0.0188	 0.3773
Locus753	 0.4660	 0.3260	 0.6190
Locus754	 0.5063	 0.2734	 0.6881
Locus755	 0.1617	-0.1052	 0.4032
Locus756	 0.0445	-0.1112	 0.1907
Locus757	 0.3625	 0.1885	 0.5225
Locus758	 0.1398	 0.0193	 0.2437
Locus759	 0.4296	 0.2093	 0.5611
Locus760	 0.2053	 0.0695	 0.3696
Locus761	 0.0523	-0.1512	 0.3498
Locus762	 0.4670	 0.3256	 0.6119
Locus763	 0.0637	-0.0693	 0.2300
Locus764	-0.0562	-0.2199	 0.1293
Locus765	 0.3706	 0.2217	 0.4502
Locus766	 0.4396	 0.1946	 0.7044
Locus767	 0.3622	 0.2203	 0.5136
Locus768	 0.0829	-0.0256	 0.2059
Locus769	-0.1510	-0.2869	-0.0557
Locus770	 0.5298	 0.3556	 0.6460
Locus771	-0.0670	-0.2665	 0.0896
Locus772	 0.2662	-0.0825	 0.4743
Locus773	 0.1680	 0.0089	 0.3365
Locus774	 0.8773	 0.7542	 1.0156
Locus775	 0.4505	 0.2985	 0.5639
Locus776	 0.2043	 0.0739	 0.3231
Locus777	 0.5412	 0.0895	 1.0031
Locus778	 0.1649	 0.0447	 0.3378
Locus779	 0.5275	 0.2402	 0.7197
Locus780	 0.4891	 0.2244	 0.6504
Locus781	 0.4003	 0.2779	 0.5370
Locus782	 0.2224	-0.0507	 0.3944
Locus783	 0.2222	 0.0065	 0.3737
Locus784	 0.3380	 0.1877	 0.4895
Locus785	-0.1775	-0.2477	-0.0809
Locus786	 0.3909	 0.2518	 0.4786
Locus787	 0.3954	-0.0515	 0.7100
Locus788	 0.4549	 0.3638	 0.6150
Locus789	 0.1691	-0.1507	 0.4320
Locus790	-0.0448	-0.0953	 0.0247
Locus791	 0.4573	 0.0837	 0.7961
Locus792	 0.2075	 0.0182	 0.4038
Locus793	 0.5218	 0.3551	 0.5860
Locus794	 0.7764	 0.4417	 0.9665
Locus795	 0.3591	 0.1205	 0.5803
Locus796	 0.3484	 0.1771	 0.5336
Locus797	 0.3019	 0.1935	 0.3901
Locus798	 0.6025	 0.4363	 0.7981
Locus799	 0.2690	-0.0342	 0.4888
Locus800	 0.1344	-0.0785	 0.2571
Locus801	 0.2311	 0.1202	 0.4116
Locus802	 0.1858	 0.0484	 0.3765
Locus803	 0.4162	 0.2378	 0.5383
Locus804	 0.5831	 0.4208	 0.7413
Locus805	 0.8473	 0.6803	 0.9761
Locus806	 0.2858	 0.1015	 0.4768
Locus807	 0.0437	-0.2460	 0.2490
Locus808	 0.2015	-0.0928	 0.4376
Locus809	 0.1496	 0.0102	 0.3710
Locus810	 0.0519	-0.1261	 0.3773
Locus811	 0.1349	-0.0153	 0.2761
Locus812	-0.0225	-0.2515	 0.1180
Locus813	 0.1441	 0.0173	 0.3875
Locus814	 0.2435	 0.0862	 0.5796
Locus815	 0.1942	-0.0839	 0.7064
Locus816	 0.2778	 0.0935	 0.4752
Locus817	 0.6510	 0.4512	 0.8890
Locus818	 0.4915	 0.2771	 0.7923
Locus819	 0.1817	 0.0781	 0.3088
Locus820	-0.0310	-0.1432	 0.1146
Locus821	 0.4976	 0.1798	 0.7990
Locus822	 0.2407	-0.0028	 0.4834
Locus823	 0.0669	-0.1033	 0.2659
Locus824	 0.4609	 0.3681	 0.5810
Locus825	-0.1775	-0.3237	-0.0718
Locus826	 0.2929	 0.1692	 0.4457
Locus827	 0.5137	 0.0391	 0.6998
Locus828	 0.4030	 0.1453	 0.6410
Locus829	 0.2452	 0.0762	 0.4306
Locus830	 0.2342	 0.0830	 0.3854
Locus831	 0.2733	 0.0666	 0.4474
Locus832	 0.4221	 0.1920	 0.6147
Locus833	-0.0785	-0.1819	 0.1194
Locus834	 0.0859	-0.0646	 0.1928
Locus835	 0.5777	 0.3418	 0.7131
Locus836	 0.3880	 0.2308	 0.5448
Locus837	 0.4447	 0.2718	 0.6260
Locus838	 0.2784	-0.0448	 0.5166
Locus839	 0.7042	 0.5056	 0.8292
Locus840	 0.4007	 0.2426	 0.5227
Locus841	 0.5707	 0.4477	 0.6785
Locus842	 0.6823	 0.4502	 0.8587
Locus843	 0.4399	 0.3787	 0.5734
Locus844	 0.0807	-0.0765	 0.3071
Locus845	 0.1976	-0.0923	 0.3922
Locus846	-0.0273	-0.2390	 0.1875
Locus847	 0.5657	 0.4181	 0.7370
Locus848	-0.0085	-0.1675	 0.0791
Locus849	 0.1560	-0.0367	 0.3397
Locus850	 0.6745	 0.4005	 0.8792
Locus851	 0.0718	-0.0683	 0.1919
Locus852	 0.6625	 0.3576	 0.8052
Locus853	 0.3598	 0.2181	 0.4697
Locus854	 0.6194	 0.3314	 0.8635
Locus855	 0.2695	 0.1075	 0.5524
Locus856	 0.2207	 0.1023	 0.2941
Locus857	 0.3703	-0.0283	 0.6244
Locus858	 0.3822	 0.2179	 0.5587
Locus859	 0.2604	 0.0150	 0.5356
Locus860	 0.3137	 0.0373	 0.6035
Locus861	-0.0193	-0.1773	 0.1154
Locus862	 0.3557	 0.0460	 0.5456
Locus863	 0.5468	 0.1723	 0.9631
Locus864	 0.4058	 0.2501	 0.4936
Locus865	 0.5488	 0.4280	 0.6146
Locus866	 0.0021	-0.1764	 0.1914
Locus867	 0.5353	 0.2838	 0.7116
Locus868	 0.1313	-0.1010	 0.3224
Locus869	-0.0219	-0.1506	 0.0970
Locus870	 0.3375	 0.2028	 0.4266
Locus871	 0.3355	 0.1758	 0.5851
Locus872	 0.2939	 0.1093	 0.4586
Locus873	 0.2507	 0.1214	 0.3704
Locus874	 0.4718	 0.4144	 0.5454
Locus875	 0.2161	 0.1587	 0.3125
Locus876	 0.5567	 0.2314	 0.9035
Locus877	 0.2781	 0.0307	 0.4784
Locus878	-0.1604	-0.4166	 0.0128
Locus879	-0.0378	-0.1599	 0.0435
Locus880	 0.4272	 0.0000	 0.6848
Locus881	 0.1876	-0.0512	 0.4472
Locus882	 0.1311	-0.3220	 0.6294
Locus883	 0.3744	 0.2116	 0.5055
Locus884	 0.5751	 0.3865	 0.6885
Locus885	 0.2432	 0.0278	 0.4929
Locus886	 0.2173	 0.0760	 0.3599
Locus887	 0.6721	 0.4230	 0.8530
Locus888	 0.2212	 0.0206	 0.3819
Locus889	 0.0465	-0.1135	 0.2116
Locus890	 0.2874	 0.1219	 0.5068
Locus891	 0.1415	-0.0077	 0.2647
Locus892	 0.1143	-0.1167	 0.4019
Locus893	 0.4726	 0.2407	 0.6225
Locus894	 0.5838	 0.2505	 0.7763
Locus895	 0.3119	 0.1398	 0.4463
Locus896	-0.1567	-0.3362	-0.0277
Locus897	 0.2588	 0.0810	 0.4192
Locus898	 0.1185	-0.0739	 0.3390
Locus899	 0.6765	 0.4452	 0.8545
Locus900	 0.4786	 0.3404	 0.6413
Locus901	 0.2205	-0.0102	 0.3247
Locus902	 0.5241	 0.2442	 0.6939
Locus903	 0.4909	 0.2730	 0.6752
Locus904	 0.4570	 0.2434	 0.6486
Locus905	 0.1306	-0.0991	 0.5071
Locus906	 0.2938	 0.0996	 0.4417
Locus907	 0.0761	-0.1220	 0.2053
Locus908	-0.1230	-0.2626	-0.0294
Locus909	 0.3147	-0.0267	 0.5716
Locus910	 0.2148	 0.0106	 0.3751
Locus911	-0.2571	-0.3778	-0.0742
Locus912	 0.2201	 0.0498	 0.3982
Locus913	 0.0760	-0.0625	 0.2669
Locus914	 0.4507	 0.1933	 0.6500
Locus915	-0.0200	-0.2113	 0.2404
Locus916	 0.4364	 0.3301	 0.5190
Locus917	 0.4979	 0.4154	 0.5756
Locus918	 0.0408	-0.1461	 0.1946
Locus919	 0.0911	-0.1176	 0.2602
Locus920	 0.1734	 0.0404	 0.3292
Locus921	 0.2687	 0.0753	 0.4182
Locus922	 0.6620	 0.3951	 0.8641
Locus923	 0.4212	 0.2558	 0.5861
Locus924	 0.2589	-0.0483	 0.5034
Locus925	 0.1191	-0.0639	 0.3495
Locus926	 0.4230	 0.2676	 0.6189
Locus927	 0.4081	 0.1070	 0.6693
Locus928	-0.0686	-0.2095	 0.0404
Locus929	 0.0583	-0.0952	 0.3314
Locus930	 0.1296	-0.1342	 0.4020
Locus931	 0.4293	 0.2641	 0.6110
Locus932	 0.4703	 0.3634	 0.6095
Locus933	 0.4104	-0.0236	 0.6766
Locus934	-0.0464	-0.2761	 0.2351
Locus935	 0.5329	 0.2577	 0.8598
Locus936	 0.0862	-0.0677	 0.2351
Locus937	 0.1098	-0.0719	 0.2511
Locus938	 0.5616	 0.4289	 0.6951
Locus939	 0.5209	 0.2776	 0.6995
Locus940	 0.3450	 0.1863	 0.5238
Locus941	 0.4151	 0.2110	 0.5495
Locus942	 0.1462	-0.1487	 0.4460
Locus943	 0.1034	-0.1248	 0.4220
Locus944	 0.1207	 0.0021	 0.2358
Locus945	 0.5053	 0.2639	 0.7239
Locus946	-0.0490	-0.2031	 0.1224
Locus947	 0.5837	 0.3743	 0.7023
Locus948	 0.1169	-0.0563	 0.2837
Locus949	 0.3997	 0.2581	 0.5731
Locus950	 0.5513	 0.4537	 0.7003
Locus951	 0.6001	 0.4902	 0.7233
Locus952	 0.0780	-0.1249	 0.2626
Locus953	-0.0039	-0.1264	 0.1127
Locus954	 0.4312	 0.2938	 0.5479
Locus955	 0.0191	-0.1141	 0.1756
Locus956	 0.1043	-0.0259	 0.2580
Locus957	 0.1738	-0.0689	 0.4142
Locus958	 0.2666	 0.0812	 0.4420
Locus959	 0.1849	-0.2160	 0.5991
Locus960	-0.1361	-0.2514	 0.0143
Locus961	 0.6193	 0.3549	 0.8612
Locus962	 0.3548	 0.1936	 0.4749
Locus963	 0.7312	 0.4610	 1.0446
Locus964	 0.4160	 0.1398	 0.7116
Locus965	 0.2524	 0.0742	 0.3720
Locus966	 0.4030	 0.1829	 0.6021
Locus967	-0.0273	-0.2470	 0.3127
Locus968	 0.4506	 0.3063	 0.5823
Locus969	 0.0967	-0.1084	 0.2779
Locus970	-0.0187	-0.2408	 0.2219
Locus971	 0.2191	 0.1094	 0.3298
Locus972	-0.1031	-0.1566	-0.0322
Locus973	 0.1330	-0.0654	 0.2923
Locus974	 0.0106	-0.2087	 0.1787
Locus975	 0.1191	-0.0903	 0.2901
Locus976	 0.3548	 0.2031	 0.5925
Locus977	 0.3439	 0.1225	 0.6144
Locus978	 0.2628	 0.1288	 0.4090
Locus979	 0.1903	 0.0057	 0.4035
Locus980	 0.1154	-0.0720	 0.2658
Locus981	 0.6721	 0.4663	 0.8572
Locus982	 0.1850	 0.0919	 0.3773
Locus983	-0.0883	-0.2189	 0.1035
Locus984	 0.2704	 0.1178	 0.3564
Locus985	 0.1948	 0.0029	 0.4061
Locus986	 0.0127	-0.0854	 0.1440
Locus987	 0.1145	-0.0915	 0.2698
Locus988	 0.2877	 0.1161	 0.4663
Locus989	 0.6770	 0.5244	 0.8471
Locus990	 0.2436	 0.0361	 0.4822
Locus991	 0.3067	 0.0856	 0.5011
